14840KMKG MKG20050401122009304/01/05 12:20:31  5-MIN KMKG 011720Z 23008KT 10SM CLR 10/01 A3006 500 52  100 240/08 RMK AO2
14840KMKG MKG20050401122509304/01/05 12:25:31  5-MIN KMKG 011725Z 25008KT 10SM CLR 10/01 A3006 500 54  100 260/08 RMK AO2
14840KMKG MKG20050401123009304/01/05 12:30:31  5-MIN KMKG 011730Z 25008KT 10SM CLR 10/01 A3005 510 52  100 260/08 RMK AO2
14840KMKG MKG20050401123509304/01/05 12:35:31  5-MIN KMKG 011735Z 26008KT 10SM CLR 10/01 A3005 510 54  100 260/08 RMK AO2
14840KMKG MKG20050401124009304/01/05 12:40:31  5-MIN KMKG 011740Z 25008KT 10SM CLR 10/01 A3005 510 54  100 260/08 RMK AO2
14840KMKG MKG20050401124509304/01/05 12:45:31  5-MIN KMKG 011745Z 26009KT 10SM CLR 10/01 A3005 510 54  100 270/09 RMK AO2
14840KMKG MKG20050401125012504/01/05 12:50:31  5-MIN KMKG 011750Z 26008KT 10SM CLR 09/02 A3006 500 58 0 270/08 RMK AO2 SLP182 T00940017 10106 21011 51003
14840KMKG MKG20050401125513104/01/05 12:55:31  5-MIN KMKG 011755Z 25008KT 10SM FEW100 10/02 A3006 500  56 100 260/08 RMK AO2 SLP184 T01000017 10106 21011 56015
14840KMKG MKG20050401130009404/01/05 13:00:31  5-MIN KMKG 011800Z 25006KT 10SM FEW100 09/02 A3006 500  58 0 260/06 RMK AO2
14840KMKG MKG20050401130509004/01/05 13:05:31  5-MIN KMKG 011805Z 26009KT 10SM CLR 09/02 A3006 500 58 0 260/09 RMK AO2
14840KMKG MKG20050401131009304/01/05 13:10:31  5-MIN KMKG 011810Z 26007KT 10SM CLR 10/01 A3006 500 54  100 260/07 RMK AO2
14840KMKG MKG20050401131509304/01/05 13:15:31  5-MIN KMKG 011815Z 25009KT 10SM CLR 10/01 A3006 500 54  100 250/09 RMK AO2
14840KMKG MKG20050401132009304/01/05 13:20:31  5-MIN KMKG 011820Z 26009KT 10SM CLR 10/01 A3007 500 54  100 260/09 RMK AO2
14840KMKG MKG20050401132509304/01/05 13:25:31  5-MIN KMKG 011825Z 27010KT 10SM CLR 10/01 A3007 500 54  100 270/10 RMK AO2
14840KMKG MKG20050401133009304/01/05 13:30:31  5-MIN KMKG 011830Z 26009KT 10SM CLR 10/01 A3006 500 54  100 260/09 RMK AO2
14840KMKG MKG20050401133509304/01/05 13:35:31  5-MIN KMKG 011835Z 25010KT 10SM CLR 10/01 A3006 500 54  100 250/10 RMK AO2
14840KMKG MKG20050401134009304/01/05 13:40:31  5-MIN KMKG 011840Z 25009KT 10SM CLR 10/01 A3006 500 54  100 250/09 RMK AO2
14840KMKG MKG20050401134509604/01/05 13:45:31  5-MIN KMKG 011845Z 25010KT 10SM FEW090 10/01 A3006 500  54 100 260/10 RMK AO2
14840KMKG MKG20050401135011304/01/05 13:50:31  5-MIN KMKG 011850Z 26010KT 10SM FEW090 10/01 A3006 500  54 100 260/10 RMK AO2 SLP184 T01000011
14840KMKG MKG20050401135511304/01/05 13:55:31  5-MIN KMKG 011855Z 25009KT 10SM FEW090 10/01 A3006 500  54 100 250/09 RMK AO2 SLP184 T01000011
14840KMKG MKG20050401140009304/01/05 14:00:31  5-MIN KMKG 011900Z 24010KT 10SM CLR 10/01 A3006 500 54  100 250/10 RMK AO2
14840KMKG MKG20050401140509304/01/05 14:05:31  5-MIN KMKG 011905Z 25008KT 10SM CLR 11/01 A3006 500 52  100 250/08 RMK AO2
14840KMKG MKG20050401141009304/01/05 14:10:31  5-MIN KMKG 011910Z 27008KT 10SM CLR 11/01 A3006 500 52  100 270/08 RMK AO2
14840KMKG MKG20050401141509304/01/05 14:15:31  5-MIN KMKG 011915Z 25008KT 10SM CLR 11/01 A3005 510 52  100 250/08 RMK AO2
