14840KMKG MKG20080201000012202/01/08 00:00:35  5-MIN KMKG 010500Z 07013KT 5SM -SN FEW031 BKN042 OVC070 M07/M09 A3017 400 81 -2100 070/13 RMK AO2 P0000
14840KMKG MKG20080201000512202/01/08 00:05:31  5-MIN KMKG 010505Z 08012KT 6SM -SN FEW031 BKN050 OVC070 M07/M09 A3018 390 81 -2100 080/12 RMK AO2 P0000
14840KMKG MKG20080201001011702/01/08 00:10:31  5-MIN KMKG 010510Z 09013KT 8SM FEW031 OVC065 M07/M09 A3018 390 84 -2100 090/13 RMK AO2 SNE10 P0000
14840KMKG MKG20080201001511002/01/08 00:15:31  5-MIN KMKG 010515Z 09012KT 9SM OVC070 M07/M09 A3018 390 81 -2100 090/12 RMK AO2 SNE10 P0000
14840KMKG MKG20080201002011102/01/08 00:20:31  5-MIN KMKG 010520Z 08012KT 10SM OVC070 M07/M09 A3018 390 81 -2100 090/12 RMK AO2 SNE10 P0000
14840KMKG MKG20080201002511102/01/08 00:25:31  5-MIN KMKG 010525Z 08012KT 10SM OVC070 M07/M09 A3018 390 81 -2100 090/12 RMK AO2 SNE10 P0000
14840KMKG MKG20080201003011102/01/08 00:30:31  5-MIN KMKG 010530Z 09012KT 10SM OVC070 M07/M09 A3018 390 81 -2100 090/12 RMK AO2 SNE10 P0000
14840KMKG MKG20080201003511702/01/08 00:35:31  5-MIN KMKG 010535Z 08015G20KT 10SM OVC070 M06/M09 A3017 400 77 -2000 080/15G20 RMK AO2 SNE10 P0000
14840KMKG MKG20080201004011702/01/08 00:40:31  5-MIN KMKG 010540Z 08013G20KT 10SM OVC065 M06/M09 A3017 400 77 -2000 080/13G20 RMK AO2 SNE10 P0000
14840KMKG MKG20080201004511102/01/08 00:45:31  5-MIN KMKG 010545Z 07014KT 10SM OVC060 M06/M09 A3017 400 77 -2000 070/14 RMK AO2 SNE10 P0000
