14840KMKG MKG20120901000009809/01/12 00:00:35  5-MIN KMKG 010500Z AUTO 04006KT 10SM CLR 22/10 A3011 460 45 1400 050/06 RMK AO2
14840KMKG MKG20120901000509809/01/12 00:05:31  5-MIN KMKG 010505Z AUTO 04006KT 10SM CLR 22/10 A3011 460 47 1400 050/06 RMK AO2
14840KMKG MKG20120901001009809/01/12 00:10:31  5-MIN KMKG 010510Z AUTO 04005KT 10SM CLR 22/10 A3011 450 47 1400 040/05 RMK AO2
14840KMKG MKG20120901001509809/01/12 00:15:31  5-MIN KMKG 010515Z AUTO 04006KT 10SM CLR 22/10 A3011 450 47 1400 050/06 RMK AO2
14840KMKG MKG20120901002009809/01/12 00:20:31  5-MIN KMKG 010520Z AUTO 03006KT 10SM CLR 22/10 A3012 450 47 1400 040/06 RMK AO2
14840KMKG MKG20120901002509809/01/12 00:25:31  5-MIN KMKG 010525Z AUTO 04006KT 10SM CLR 22/10 A3012 450 47 1400 040/06 RMK AO2
14840KMKG MKG20120901003009809/01/12 00:30:31  5-MIN KMKG 010530Z AUTO 04006KT 10SM CLR 22/10 A3012 450 47 1400 050/06 RMK AO2
14840KMKG MKG20120901003509809/01/12 00:35:31  5-MIN KMKG 010535Z AUTO 04006KT 10SM CLR 22/10 A3012 450 47 1400 050/06 RMK AO2
14840KMKG MKG20120901004009809/01/12 00:40:31  5-MIN KMKG 010540Z AUTO 04006KT 10SM CLR 22/09 A3012 450 45 1400 040/06 RMK AO2
14840KMKG MKG20120901004509809/01/12 00:45:31  5-MIN KMKG 010545Z AUTO 04005KT 10SM CLR 21/10 A3012 450 48 1300 040/05 RMK AO2
14840KMKG MKG20120901005013309/01/12 00:50:31  5-MIN KMKG 010550Z AUTO 05006KT 10SM CLR 21/09 A3012 450 47 1300 050/06 RMK AO2 SLP194 T02110094 10256 20211 51016
