14840KMKG MKG20040701000009607/01/04 00:00:35  5-MIN KMKG 010500Z 23006KT 10SM BKN070 21/14 A3007 500 65 1300 230/06 RMK AO2
14840KMKG MKG20040701000509607/01/04 00:05:31  5-MIN KMKG 010505Z 23007KT 10SM OVC070 21/14 A3006 500 63 1400 230/07 RMK AO2
14840KMKG MKG20040701001009607/01/04 00:10:31  5-MIN KMKG 010510Z 22009KT 10SM OVC070 21/14 A3006 500 63 1400 230/09 RMK AO2
14840KMKG MKG20040701001509607/01/04 00:15:31  5-MIN KMKG 010515Z 23009KT 10SM OVC070 21/14 A3006 500 63 1400 230/09 RMK AO2
14840KMKG MKG20040701002009607/01/04 00:20:31  5-MIN KMKG 010520Z 23008KT 10SM OVC070 21/14 A3006 500 63 1400 230/08 RMK AO2
14840KMKG MKG20040701002509607/01/04 00:25:31  5-MIN KMKG 010525Z 23008KT 10SM OVC070 21/14 A3006 500 63 1400 240/08 RMK AO2
14840KMKG MKG20040701003009607/01/04 00:30:31  5-MIN KMKG 010530Z 23011KT 10SM OVC070 22/14 A3006 500 61 1400 240/11 RMK AO2
14840KMKG MKG20040701003509607/01/04 00:35:31  5-MIN KMKG 010535Z 23009KT 10SM OVC070 22/14 A3006 500 61 1400 240/09 RMK AO2
14840KMKG MKG20040701004009607/01/04 00:40:31  5-MIN KMKG 010540Z 23009KT 10SM BKN070 21/14 A3006 500 63 1400 240/09 RMK AO2
14840KMKG MKG20040701004509607/01/04 00:45:31  5-MIN KMKG 010545Z 24008KT 10SM OVC070 21/14 A3006 500 63 1400 240/08 RMK AO2
14840KMKG MKG20040701005013107/01/04 00:50:31  5-MIN KMKG 010550Z 24008KT 10SM OVC070 21/14 A3006 500 63 1400 250/08 RMK AO2 SLP177 T02110139 10228 20194 53002
14840KMKG MKG20040701005513107/01/04 00:55:31  5-MIN KMKG 010555Z 25006KT 10SM BKN070 21/14 A3006 500 65 1400 250/06 RMK AO2 SLP178 T02110144 10228 20194 51004
14840KMKG MKG20040701010009607/01/04 01:00:31  5-MIN KMKG 010600Z 24008KT 10SM BKN070 21/14 A3006 500 67 1300 240/08 RMK AO2
14840KMKG MKG20040701010509607/01/04 01:05:31  5-MIN KMKG 010605Z 24008KT 10SM BKN070 21/14 A3006 500 67 1300 240/08 RMK AO2
14840KMKG MKG20040701011009607/01/04 01:10:31  5-MIN KMKG 010610Z 24007KT 10SM BKN070 20/14 A3006 500 70 1200 240/07 RMK AO2
14840KMKG MKG20040701011509607/01/04 01:15:31  5-MIN KMKG 010615Z 24007KT 10SM BKN070 20/14 A3006 500 70 1200 240/07 RMK AO2
14840KMKG MKG20040701012009607/01/04 01:20:31  5-MIN KMKG 010620Z 24006KT 10SM SCT070 20/14 A3006 500 70 1200 240/06 RMK AO2
14840KMKG MKG20040701012509607/01/04 01:25:31  5-MIN KMKG 010625Z 23006KT 10SM SCT070 19/14 A3006 510 72 1200 240/06 RMK AO2
14840KMKG MKG20040701013009607/01/04 01:30:31  5-MIN KMKG 010630Z 23006KT 10SM FEW065 19/15 A3005 510 75 1200 240/06 RMK AO2
14840KMKG MKG20040701013509607/01/04 01:35:31  5-MIN KMKG 010635Z 24006KT 10SM FEW065 19/15 A3005 510 78 1100 240/06 RMK AO2
14840KMKG MKG20040701014009607/01/04 01:40:31  5-MIN KMKG 010640Z 23005KT 10SM FEW070 19/15 A3005 510 78 1100 230/05 RMK AO2
14840KMKG MKG20040701014509607/01/04 01:45:31  5-MIN KMKG 010645Z 22006KT 10SM FEW065 18/15 A3005 510 81 1100 220/06 RMK AO2
14840KMKG MKG20040701015011307/01/04 01:50:31  5-MIN KMKG 010650Z 22005KT 10SM FEW065 18/15 A3005 510 81 1100 220/05 RMK AO2 SLP174 T01830150
14840KMKG MKG20040701015511307/01/04 01:55:31  5-MIN KMKG 010655Z 23005KT 10SM FEW065 18/15 A3005 510 83 1000 230/05 RMK AO2 SLP174 T01780150
14840KMKG MKG20040701020009607/01/04 02:00:31  5-MIN KMKG 010700Z 23005KT 10SM FEW065 18/15 A3005 510 83 1000 240/05 RMK AO2
14840KMKG MKG20040701020509507/01/04 02:05:31  5-MIN KMKG 010705Z 24005KT 10SM FEW065 17/15 A3005 510 87 900 240/05 RMK AO2
14840KMKG MKG20040701021009607/01/04 02:10:31  5-MIN KMKG 010710Z 24004KT 10SM SCT065 18/15 A3005 510 83 1000 240/04 RMK AO2
14840KMKG MKG20040701021509607/01/04 02:15:31  5-MIN KMKG 010715Z 24004KT 10SM SCT065 18/15 A3005 510 83 1000 240/04 RMK AO2
14840KMKG MKG20040701022009607/01/04 02:20:31  5-MIN KMKG 010720Z 24004KT 10SM SCT065 18/15 A3005 510 81 1100 240/04 RMK AO2
14840KMKG MKG20040701022509607/01/04 02:25:31  5-MIN KMKG 010725Z 24004KT 10SM SCT065 18/15 A3005 510 83 1000 250/04 RMK AO2
14840KMKG MKG20040701023009607/01/04 02:30:31  5-MIN KMKG 010730Z 25003KT 10SM BKN065 18/15 A3005 510 83 1000 250/03 RMK AO2
14840KMKG MKG20040701023509607/01/04 02:35:31  5-MIN KMKG 010735Z 24003KT 10SM BKN065 18/15 A3005 510 83 1000 250/03 RMK AO2
14840KMKG MKG20040701024009607/01/04 02:40:31  5-MIN KMKG 010740Z 24003KT 10SM BKN065 18/15 A3005 510 83 1000 240/03 RMK AO2
14840KMKG MKG20040701024509607/01/04 02:45:31  5-MIN KMKG 010745Z 00000KT 10SM BKN065 18/15 A3005 510 83 1000 000/00 RMK AO2
14840KMKG MKG20040701025011307/01/04 02:50:31  5-MIN KMKG 010750Z 00000KT 10SM BKN065 18/15 A3005 510 83 1000 000/00 RMK AO2 SLP173 T01780150
14840KMKG MKG20040701025511207/01/04 02:55:31  5-MIN KMKG 010755Z 00000KT 10SM BKN065 17/15 A3005 510 87 900 000/00 RMK AO2 SLP173 T01720150
14840KMKG MKG20040701030009507/01/04 03:00:31  5-MIN KMKG 010800Z 00000KT 10SM BKN065 17/15 A3005 510 87 900 000/00 RMK AO2
14840KMKG MKG20040701030509507/01/04 03:05:31  5-MIN KMKG 010805Z 00000KT 10SM OVC065 17/16 A3005 510 90 900 000/00 RMK AO2
14840KMKG MKG20040701031009507/01/04 03:10:31  5-MIN KMKG 010810Z 00000KT 10SM OVC065 17/16 A3005 510 90 900 000/00 RMK AO2
14840KMKG MKG20040701031509507/01/04 03:15:31  5-MIN KMKG 010815Z 00000KT 10SM OVC065 17/16 A3005 510 90 900 000/00 RMK AO2
14840KMKG MKG20040701032009607/01/04 03:20:31  5-MIN KMKG 010820Z 00000KT 10SM OVC065 18/16 A3005 510 87 1000 000/00 RMK AO2
14840KMKG MKG20040701032509607/01/04 03:25:31  5-MIN KMKG 010825Z 00000KT 10SM OVC065 18/16 A3005 510 87 1000 000/00 RMK AO2
14840KMKG MKG20040701033009607/01/04 03:30:31  5-MIN KMKG 010830Z 00000KT 10SM OVC065 18/16 A3005 510 84 1100 000/00 RMK AO2
14840KMKG MKG20040701033509607/01/04 03:35:31  5-MIN KMKG 010835Z 00000KT 10SM BKN065 18/16 A3005 510 87 1000 000/00 RMK AO2
