14840KMKG MKG20040601000011406/01/04 00:00:35  5-MIN KMKG 010500Z 22011KT 10SM -RA FEW036 OVC085 12/11 A2953 990 89 900 230/11 RMK AO2 P0000 $
14840KMKG MKG20040601000511606/01/04 00:05:31  5-MIN KMKG 010505Z 23010KT 10SM -RA SCT060 OVC085 13/11 A2953 1000 86 1000 230/10 RMK AO2 P0001 $
14840KMKG MKG20040601001011606/01/04 00:10:31  5-MIN KMKG 010510Z 22010KT 10SM -RA BKN065 OVC085 13/11 A2953 1000 86 1000 220/10 RMK AO2 P0001 $
14840KMKG MKG20040601001512306/01/04 00:15:31  5-MIN KMKG 010515Z 21010KT 10SM -RA BKN060 OVC085 13/11 A2951 1010 86 1100 220/10 RMK AO2 PRESFR P0001 $
14840KMKG MKG20040601002012306/01/04 00:20:31  5-MIN KMKG 010520Z 20007KT 10SM -RA BKN065 OVC090 13/12 A2950 1020 89 1100 200/07 RMK AO2 PRESFR P0001 $
14840KMKG MKG20040601002512306/01/04 00:25:31  5-MIN KMKG 010525Z 20008KT 10SM -RA BKN070 BKN090 BKN110 13/12 A2950 1020 89 1100 210/08 RMK AO2 P0001 $
14840KMKG MKG20040601003011806/01/04 00:30:31  5-MIN KMKG 010530Z 21010KT 10SM SCT070 SCT110 13/11 A2951 1010 89 1000 220/10 RMK AO2 RAE28 P0001 $
14840KMKG MKG20040601003511806/01/04 00:35:31  5-MIN KMKG 010535Z 21008KT 10SM SCT065 SCT100 13/11 A2950 1020 89 1000 210/08 RMK AO2 RAE28 P0001 $
14840KMKG MKG20040601004011806/01/04 00:40:31  5-MIN KMKG 010540Z 21011KT 10SM FEW065 SCT100 13/11 A2951 1010 86 1000 220/11 RMK AO2 RAE28 P0001 $
14840KMKG MKG20040601004511706/01/04 00:45:31  5-MIN KMKG 010545Z 22013G17KT 10SM FEW100 12/10 A2952 1010 86 1000 220/13G17 RMK AO2 RAE28 P0001 $
14840KMKG MKG20040601005015506/01/04 00:50:31  5-MIN KMKG 010550Z 21014G18KT 10SM CLR 12/10 A2951 1010 86 1000 220/14G18 RMK AO2 RAE28 SLP994 P0001 60002 T01220100 10139 20122 53007 $
14840KMKG MKG20040601005514906/01/04 00:55:31  5-MIN KMKG 010555Z 22012KT 10SM CLR 12/10 A2952 1010 86 1000 220/12 RMK AO2 RAE28 SLP995 P0001 60002 T01220100 10139 20122 58001 $
14840KMKG MKG20040601010009606/01/04 01:00:31  5-MIN KMKG 010600Z 22012KT 10SM CLR 12/10 A2952 1010 86 1000 220/12 RMK AO2 $
14840KMKG MKG20040601010509606/01/04 01:05:31  5-MIN KMKG 010605Z 21010KT 10SM CLR 12/10 A2952 1010 86 1000 220/10 RMK AO2 $
14840KMKG MKG20040601011009906/01/04 01:10:31  5-MIN KMKG 010610Z 21011KT 10SM FEW110 12/10 A2952 1010 86 1000 210/11 RMK AO2 $
14840KMKG MKG20040601011509906/01/04 01:15:31  5-MIN KMKG 010615Z 22010KT 10SM FEW120 12/10 A2952 1000 86 1000 220/10 RMK AO2 $
14840KMKG MKG20040601012009906/01/04 01:20:31  5-MIN KMKG 010620Z 22010KT 10SM FEW120 12/10 A2952 1010 86 1000 220/10 RMK AO2 $
14840KMKG MKG20040601012509906/01/04 01:25:31  5-MIN KMKG 010625Z 22008KT 10SM FEW110 12/10 A2951 1010 86 1000 220/08 RMK AO2 $
14840KMKG MKG20040601013009906/01/04 01:30:31  5-MIN KMKG 010630Z 22008KT 10SM FEW110 12/10 A2952 1010 86 1000 220/08 RMK AO2 $
14840KMKG MKG20040601013509806/01/04 01:35:31  5-MIN KMKG 010635Z 21008KT 10SM SCT110 12/10 A2952 1010 89 900 210/08 RMK AO2 $
14840KMKG MKG20040601014009906/01/04 01:40:31  5-MIN KMKG 010640Z 21010KT 10SM FEW100 12/10 A2952 1010 86 1000 210/10 RMK AO2 $
14840KMKG MKG20040601014509906/01/04 01:45:31  5-MIN KMKG 010645Z 21011KT 10SM FEW100 12/10 A2952 1010 86 1000 220/11 RMK AO2 $
14840KMKG MKG20040601015011606/01/04 01:50:31  5-MIN KMKG 010650Z 21010KT 10SM SCT100 12/09 A2952 1000 83 1000 220/10 RMK AO2 SLP995 T01220094 $
14840KMKG MKG20040601015511506/01/04 01:55:31  5-MIN KMKG 010655Z 21011KT 10SM FEW100 12/10 A2952 1000 89 900 220/11 RMK AO2 SLP996 T01170100 $
14840KMKG MKG20040601020009806/01/04 02:00:31  5-MIN KMKG 010700Z 21013KT 10SM SCT095 12/09 A2952 1000 83 900 210/13 RMK AO2 $
14840KMKG MKG20040601020509806/01/04 02:05:31  5-MIN KMKG 010705Z 20011KT 10SM SCT095 12/10 A2952 1000 86 900 210/11 RMK AO2 $
14840KMKG MKG20040601021009806/01/04 02:10:31  5-MIN KMKG 010710Z 21012KT 10SM SCT095 12/10 A2952 1000 86 900 210/12 RMK AO2 $
14840KMKG MKG20040601021509806/01/04 02:15:31  5-MIN KMKG 010715Z 21012KT 10SM FEW095 12/09 A2952 1000 83 900 210/12 RMK AO2 $
14840KMKG MKG20040601022009906/01/04 02:20:31  5-MIN KMKG 010720Z 22013KT 10SM FEW090 12/09 A2952 1000 83 1000 220/13 RMK AO2 $
14840KMKG MKG20040601022509806/01/04 02:25:31  5-MIN KMKG 010725Z 21012KT 10SM FEW090 12/09 A2952 1000 83 900 220/12 RMK AO2 $
14840KMKG MKG20040601023009806/01/04 02:30:31  5-MIN KMKG 010730Z 22010KT 10SM FEW090 12/09 A2952 1000 83 900 220/10 RMK AO2 $
14840KMKG MKG20040601023509906/01/04 02:35:31  5-MIN KMKG 010735Z 22012KT 10SM FEW095 12/09 A2952 1010 83 1000 220/12 RMK AO2 $
14840KMKG MKG20040601024009906/01/04 02:40:31  5-MIN KMKG 010740Z 21012KT 10SM FEW100 12/09 A2952 1010 80 1000 220/12 RMK AO2 $
14840KMKG MKG20040601024509906/01/04 02:45:31  5-MIN KMKG 010745Z 23014KT 10SM FEW095 12/09 A2952 1000 80 1000 230/14 RMK AO2 $
14840KMKG MKG20040601025011606/01/04 02:50:31  5-MIN KMKG 010750Z 22015KT 10SM SCT090 13/09 A2952 1000 77 1000 230/15 RMK AO2 SLP996 T01280089 $
